id,idno,type
3496,FJI_2018_WBCS_v01_M,survey
3497,CHN_2018_WBCS_v01_M,survey
3498,COG_2018_WBCS_v01_M,survey
3499,COL_2011_ECDIIE-ML_v01_M,survey
3500,BLZ_2006_MICS_v01_M,survey
3501,BLZ_2015_MICS_v01_M,survey
3502,BGD_2019_WBCS_v01_M,survey
3503,BFA_2017_HRBFIE-HEL_v01_M,survey
3504,BFA_2017_HRBFIE-FEL_v01_M,survey
3505,SWZ_2018_WBCS_v01_M,survey
3506,AFR_2005_RIAS_v01_M,survey
3507,AFR_2011_RIAS_v01_M,survey
3508,AFR_2017_RIAS_v01_M,survey
3509,MNE_2019_WBCS_v01_M,survey
3510,PHL_2019_WBCS_v01_M,survey
3511,BRA_2019_WBCS_v01_M,survey
3512,ZAF_2018_GHS_v01_M,survey
3513,BTN_2019_WBCS_v01_M,survey
3514,TUN_2018_WBCS_v01_M,survey
3515,GIN_2019_WBCS_v01_M,survey
3516,KEN_2019_WBCS_v01_M,survey
3517,MYS_2019_WBCS_v01_M,survey
3519,BWA_2019_WBCS_v01_M,survey
3520,ZAF_2015-2018_SAGIE_v01_M,survey
3523,HTI_2018_WBCS_v01_M,survey
3524,GMB_2018_WBCS_v01_M,survey
3525,DJI_2018_WBCS_v01_M,survey
3526,MLI_2018_DHS_v01_M,survey
3527,ZMB_2017_MTF_v02_M,survey
3528,ZMB_2015_FSDZ_v01_M,survey
3529,ZMB_2009_FSDZ_v01_M,survey
3530,ZMB_2005_FSDZ_v01_M,survey
3531,SUR_2018_MICS_v01_M,survey
3532,NPL_2017_MTF_v01_M,survey
3533,GIN_2018_DHS_v01_M,survey
3534,IDN_2009_ECED_v01_M,survey
3535,IDN_2010_ECED_v01_M,survey
3536,IDN_2013_ECED_v01_M,survey
3537,IDN_2016_ECED_v01_M,survey
3538,TZA_2018_EQUIPIE-EL_v01_M,survey
3540,NGA_2018_DHS_v01_M,survey
3541,TJK_2018_HRBFIE-FEL_v01_M,survey
3542,NGA_2019_WBCS_v01_M,survey
3543,NPL_2019_WBCS_v01_M,survey
3544,TJK_2018_HRBFIE-HEL_v01_M,survey
3545,IND_2008-2017_MIIE_v01_M,survey
3546,GTM_2019_WBCS_v01_M,survey
3547,KGZ_2019_WBCS_v01_M,survey
3548,MWI_2019_WBCS_v01_M,survey
3549,TZA_2007_SHWALITA_v01_M,survey
3550,GHA_2019_WE-FI_v01_M,survey
3551,SLE_2019_WE-FI_v01_M,survey
3552,IDN_2018_TEIBVF_v01_M,survey
3553,BLR_2019_WBCS_v01_M,survey
3554,THA_2019_WBCS_v01_M,survey
3555,SLE_2019_WBCS_v01_M,survey
3556,MNE_2019_ES_v01_M,survey
3557,NGA_2018_GHSP-W4_v03_M,survey
3558,TUR_2019_ES_v01_M,survey
3559,PAK_2017_MICS-PUN_v01_M,survey
3560,MDA_2019_WBCS_v01_M,survey
3561,MNG_2019_ES_v01_M,survey
3562,MLT_2019_ES_v01_M,survey
3564,RUS_2019_ES_v01_M,survey
3565,BFA_2019_WBCS_v01_M,survey
3566,KGZ_2019_ES_v01_M,survey
3567,ITA_2019_ES_v01_M,survey
3568,ALB_2019_ES_v01_M,survey
3569,CYP_2019_ES_v01_M,survey
3570,BLR_2018_ES_v01_M,survey
3571,WBG_2019_ES_v01_M,survey
3572,GRC_2018_ES_v01_M,survey
3573,LAO_2019_ISBS_v01_M,survey
3574,LBR_2015_HRBFIE-BL_v01_M,survey
3575,MNG_2020_WBCS_v01_M,survey
3577,JAM_2019_WBCS_v01_M,survey
3578,MUS_2019_WBCS_v01_M,survey
3579,MAR_2019_WBCS_v01_M,survey
3581,LAO_2018_ES_v01_M,survey
3582,ZAF_2019_WBCS_v01_M,survey
3583,HND_2019_WBCS_v01_M,survey
3584,GMB_2018_LFS_v01_M,survey
3585,KEN_2018_ES_v01_M,survey
3586,MOZ_2018_ES_v01_M,survey
3587,SUR_2018_ES_v01_M,survey
3588,ZWE_2017_ISBS_v01_M,survey
3589,MOZ_2018_ISBS_v01_M,survey
3590,MOZ_2018_MES_v01_M,survey
3591,ARM_2017_ILCS_v01_M,survey
3592,COD_2019_WBCS_v01_M,survey
3593,RWA_2019_WBCS_v01_M,survey
3594,PRY_2019_WBCS_v01_M,survey
3595,PER_2019_WBCS_v01_M,survey
3596,CMR_2019_WBCS_v01_M,survey
3597,ZMB_2018_DHS_v01_M,survey
3613,LKA_2019_WBCS_v01_M,survey
3614,ARG_2019_WBCS_v01_M,survey
3615,CRI_2019_WBCS_v01_M,survey
3616,COL_2016-2018_IPMC_v01_M,survey
3617,ARM_2018_ILCS_v01_M,survey
3618,RWA_2015-2018_LWHIE_v01_M,survey
3619,ZAF_2011_AFB-R5_v01_M,survey
3632,NPL_2017_AFSPIE-EL_v01_M,survey
3633,NPL_2016_AFSPIE-ML_v01_M,survey
3634,NPL_2013_AFSPIE-BL_v01_M,survey
3635,BGD_2018_DIGNITY_v01_M,survey
3644,BGD_2017_SPA_v01_M,survey
3645,AFG_2018_SPA_v01_M,survey
3650,KEN_2016_HSN-P2_v01_M,survey
3651,AFG_2015_DHS_v01_M_v01_A_IPUMS,survey
3652,AGO_2015_DHS_v01_M_v01_A_IPUMS,survey
3653,BDI_1987_DHS_v01_M_v01_A_IPUMS,survey
3654,BDI_2010_DHS_v01_M_v01_A_IPUMS,survey
3655,BDI_2016_DHS_v01_M_v01_A_IPUMS,survey
3656,BFA_1993_DHS_v01_M_v01_A_IPUMS,survey
3661,JOR_1990_DHS_v01_M_v01_A_IPUMS,survey
3662,JOR_1997_DHS_v01_M_v01_A_IPUMS,survey
3663,JOR_2002_DHS_v01_M_v01_A_IPUMS,survey
3664,JOR_2007_DHS_v01_M_v01_A_IPUMS,survey
3665,JOR_2009_DHS_v01_M_v01_A_IPUMS,survey
3666,JOR_2012_DHS_v01_M_v01_A_IPUMS,survey
3667,JOR_2017_DHS_v01_M_v01_A_IPUMS,survey
3668,KEN_1989_DHS_v01_M_v01_A_IPUMS,survey
3669,LSO_2004_DHS_v01_M_v01_A_IPUMS,survey
3670,LSO_2009_DHS_v01_M_v01_A_IPUMS,survey
3671,LSO_2014_DHS_v01_M_v01_A_IPUMS,survey
3672,MMR_2015_DHS_v01_M_v01_A_IPUMS,survey
3673,NAM_1992_DHS_v01_M_v01_A_IPUMS,survey
3674,NAM_2000_DHS_v01_M_v01_A_IPUMS,survey
3675,NAM_2006_DHS_v01_M_v01_A_IPUMS,survey
3676,NAM_2013_DHS_v01_M_v01_A_IPUMS,survey
3677,NPL_1996_DHS_v01_M_v01_A_IPUMS,survey
3678,NPL_2001_DHS_v01_M_v01_A_IPUMS,survey
3679,NPL_2006_DHS_v01_M_v01_A_IPUMS,survey
3680,NPL_2011_DHS_v01_M_v01_A_IPUMS,survey
3681,NPL_2016_DHS_v01_M_v01_A_IPUMS,survey
3683,PAK_2017_DHS_v01_M_v01_A_IPUMS,survey
3684,SEN_1986_DHS_v01_M_v01_A_IPUMS,survey
3685,SEN_1992_DHS_v01_M_v01_A_IPUMS,survey
3686,SEN_1997_DHS_v01_M_v01_A_IPUMS,survey
3687,SEN_2005_DHS_v01_M_v01_A_IPUMS,survey
3688,SEN_2010_DHS_v01_M_v01_A_IPUMS,survey
3689,SEN_2012_DHS_v01_M_v01_A_IPUMS,survey
3690,SEN_2014_DHS_v01_M_v01_A_IPUMS,survey
3691,SEN_2015_DHS_v01_M_v01_A_IPUMS,survey
3692,SEN_2016_DHS_v01_M_v01_A_IPUMS,survey
3693,SEN_2017_DHS_v01_M_v01_A_IPUMS,survey
3694,TZA_2015_DHS_v01_M_v01_A_IPUMS,survey
3696,ZAF_1998_DHS_v01_M_v01_A_IPUMS,survey
3697,ZAF_2016_DHS_v01_M_v01_A_IPUMS,survey
3700,UGA_2018_MIS_v01_M,survey
3701,BGD_2019_EYPP-EL_v01_M,survey
3703,KEN_2016-2018_MTF_v02_M,survey
3704,BGD_2019_CITY_v01_M,survey
3705,NPL_2016-2018_HRVS_v02_M,survey
3706,ZAF_2015_VCS_v01_M,survey
3707,ZAF_2016_VCS_v01_M,survey
3708,ZAF_2017_VCS_v01_M,survey
3709,ZAF_2019_QLFS-Q2_v01_M,survey
3710,ZAF_2019_QLFS-Q3_v01_M,survey
3711,ZAF_2019_QLFS-Q4_v01_M,survey
3712,NGA_2020_NLPS_v12_M,survey
3716,ETH_2020_HFPS_v08_M,survey
3717,CMR_2018_DHS_v01_M,survey
3718,ECU_2019_SLO-BL_v01_M,survey
3719,HRV_2019_ES_v01_M,survey
3720,MDA_2019_ES_v01_M,survey
3721,SRB_2019_ES_v01_M,survey
3722,TJK_2019_ES_v01_M,survey
3723,UZB_2019_ES_v01_M,survey
3724,SEN_2018_DHS_v01_M,survey
3725,MLI_2020_HFPS_v05_M,survey
3727,COL_2019_WBCS_v01_M,survey
3728,GHA_2019_WBCS_v01_M,survey
3729,NER_2019_WBCS_v01_M,survey
3730,PAN_2019_WBCS_v01_M,survey
3731,STP_2019_WBCS_v01_M,survey
3732,GEO_2019_ES_v01_M,survey
3733,GEO_2019_MES_v01_M,survey
3734,JOR_2019_ES_v01_M,survey
3735,KAZ_2019_ES_v01_M,survey
3736,LVA_2019_ES_v01_M,survey
3737,MKD_2019_ES_v01_M,survey
3738,POL_2019_ES_v01_M,survey
3739,SVN_2019_ES_v01_M,survey
3740,UKR_2019_ES_v01_M,survey
3741,KSV_2019_ES_v01_M,survey
3742,MAR_2019_ES_v01_M,survey
3743,RWA_2019_ES_v01_M,survey
3744,LTU_2019_ES_v01_M,survey
3745,BRA_2015-2016_DSS_v01_M,survey
3746,ZMB_2019_MES_v01_M,survey
3747,NPL_2013-2014_ICTECD_v01_M,survey
3748,SVK_2019_ES_v01_M,survey
3749,MKD_2009-2019_ES-P_v01_M,survey
3750,LBN_2019_ES_v01_M,survey
3751,BGR_2019_ES_v01_M,survey
3752,GHA_2019_MIS_v01_M,survey
3753,HND_2017_MTF_v01_M,survey
3754,ARM_2019_MS_v01_M,survey
3755,BIH_2019_ES_v01_M,survey
3756,HTI_2019_ES_v01_M,survey
3757,SOM_2019_ES_v01_M,survey
3758,SOM_2019_ISBS_v01_M,survey
3759,SOM_2019_MS_v01_M,survey
3760,TUR_2020_WBCS_v01_M,survey
3761,VNM_2020_WBCS_v01_M,survey
3762,SVN_2009-2019_ES-P_v01_M,survey
3763,ZMB_2019_ES_v01_M,survey
3764,UZB_2008-2019_ES-P_v01_M,survey
3765,UGA_2020-2024_HFPS_v17_M,survey
3766,MWI_2020-2024_HFPS_v20_M,survey
3767,WLD_2019_FBS_v01_M,survey
3768,BFA_2020-2024_HFPS_v23_M,survey
3769,IND_2020_COVIDRS-R1_v01_M,survey
3770,TUR_2019_ES-CC_v01_M,survey
3771,LBN_2020_BPS-W1_v01_M,survey
3772,ECU_2020_SLO-COVIDRS_v01_M,survey
3773,IND_2020_COVIDRS-R2_v01_M,survey
3774,KEN_2020_COVIDRS_v07_M,survey
3778,MWI_2012_SIHRIE-R4_v02_M,survey
3787,LBR_2018_NHFS_v01_M,survey
3788,ALB_2020_WBCS_v01_M,survey
3789,CAF_2020_WBCS_v01_M,survey
3790,CHL_2020_WBCS_v01_M,survey
3791,MMR_2020_WBCS_v01_M,survey
3792,TCD_2020_HFPS_v03_M,survey
3793,ZAF_2020_QLFS-Q1_v01_M,survey
3794,ZAF_2020_QLFS-Q2_v01_M,survey
3795,UGA_2018_UNPS_v02_M,survey
3796,ZAF_2018_MD_v01_M,survey
3797,ZAF_2017_MD_v01_M,survey
3798,ZAF_2016_MD_v01_M,survey
3799,ZAF_2015_MD_v01_M,survey
3800,ZAF_1997-2017_MCD_v01_M,survey
3801,ZAF_1997-2015_MCD_v01_M,survey
3802,MEX_2020_WBCS_v01_M,survey
3803,TZA_2020_WBCS_v01_M,survey
3804,WLD_2019_GICS_v01_M,survey
3805,AFR_2019_AFB-MR7_v01_M,survey
3806,ZAF_2018_LMDSA_v01_M,survey
3807,ZAF_2020_NIDS-CRAM-W1_v02_M,survey
3808,ZAF_2020_NIDS-CRAM-W2_v02_M,survey
3809,DJI_2020_CNPPS-W1_v01_M,survey
3811,WLD_2020_PFC_v01_M,survey
3812,WLD_2019_IRC_v01_M,survey
3813,VNM_2020_HFPS-R1_v01_M,survey
3814,TZA_2008-2014_NPS-UPD_v01_M,survey
3815,SEN_2018_SPA_v01_M,survey
3816,SEN_2019_SPA_v01_M,survey
3817,SEN_2019_DHS_v01_M,survey
3818,MWI_2019_IHS-V_v06_M,survey
3819,MWI_2010-2019_IHPS_v06_M,survey
3820,KEN_2012-2020_TIDMA3_v01_M,survey
3821,KEN_2018_VCCR_v01_M,survey
3822,WLD_2019_LS_v01_M,survey
3823,ETH_2018_ESS_v03_M,survey
3824,PAK_2019_DHS-MMS_v01_M,survey
3825,BGD_2017_DHS_v01_M,survey
3826,SLE_2019_DHS_v01_M,survey
3827,NGA_2018_LSS_v01_M,survey
3828,ZAF_2020_QLFS-Q3_v01_M,survey
3829,RWA_2017-2020_RMPS_v01_M,survey
3830,IND_2020_COVIDRS_v01_M,survey
3831,ROU_2020_WBCS_v01_M,survey
3832,SYC_2020_WBCS_v01_M,survey
3833,ZAF_2014_MCD_v01_M,survey
3834,ZAF_2013_MCD_v01_M,survey
3835,ZAF_2012_MCD_v01_M,survey
3836,WLD_1991-2018_RPSEM_v01_M,survey
3837,GEO_2020-2022_HFS_v07_M,survey
3838,GEO_2020_COVID-19_v01_M,survey
3840,ZAF_2006_MCD_v01_M,survey
3841,ZAF_2007_MCD_v01_M,survey
3842,ZAF_2008_MCD_v01_M,survey
3843,ZAF_2009_MCD_v01_M,survey
3844,ZAF_2010_MCD_v01_M,survey
3845,ZAF_2011_MCD_v01_M,survey
3846,ETH_2012_RCBPIE-EL_v01_M,survey
3847,SSD_2019_IBES_v01_M,survey
3848,WLD_2002-2008_AWDP_v01_M,survey
3849,ZAF_2018_GPSJS_v01_M,survey
3850,BEN_2018_PFRIE-BL_v01_M,survey
3851,DJI_2020_CNPPS-W2_v01_M,survey
3852,ARM_2020_HFPS_v03_M,survey
3853,COD_2018_HRBFIE-FML_v01_M,survey
3855,TZA_2016_SDI-E_v01_M_v01_A_PUF,survey
3856,NGA_2020_NLPS_v01_M_v02_A_COVID,survey
3857,UGA_2017_ILGUIE_v01_M,survey
3859,KHM_2020_HFPS-IDP_v04_M,survey
3860,KHM_2020_HFPS-LSMS_v04_M,survey
3861,ZAF_2017_EGRSII-W1_v01_M,survey
3862,ZAF_2017_EGRSII-W2_v01_M,survey
3863,ZAF_2019_EGRSII-W4_v01_M,survey
3864,ZAF_2018_EGRSII-W3_v01_M,survey
3866,WLD_2020_GDRD_v01_M,survey
3867,UGA_2018_RHCS_v01_M,survey
3868,KEN_2017-2018_MLCRM_v01_M,survey
3870,LBR_2015-2017_GEIE_v01_M,survey
3871,NER_2018_MTF_v01_M,survey
3872,KEN_2018_SDI-H_v01_M_v01_A_PUF,survey
3873,TZA_2016_SDI-H_v01_M_v02_A_PUF,survey
3876,MOZ_2014_SDI-H_v01_M_v02_A_PUF,survey
3877,MDG_2014_NSDE-BL_v01_M,survey
3878,PAK_2012-2014_FPPSIE_v01_M_v01_A_AER,survey
3879,BGD_2018_SWEEP_v01_M,survey
3880,LBN_2019_MPCA-IE_v01_M,survey
3882,AFR_2019_RIS_v01_M,survey
3883,UGA_2018_JMSNA_v01_M,survey
3884,MDG_2016_SDI-E_v01_M_v01_A_PUF,survey
3885,TZA_2019_NPS-SDD_v06_M,survey
3886,UGA_2019_WASH-KYA_v01_M,survey
3887,UGA_2019_WASH-PAL_v01_M,survey
3888,KEN_2019_WASH-KAL_v01_M,survey
3889,ZMB_2020_COVID-IARL_v01_M,survey
3890,SSD_2017_WASH-ATP_v01_M,survey
3891,SSD_2018_WASH-ATP_v01_M,survey
3892,SSD_2019_WASH-ATP_v01_M,survey
3893,ARG_2019_PM_v01_M,survey
3894,BGD_2019_WASH-CB_v01_M,survey
3895,BGD_2020_COVID-MWTK_v01_M,survey
3896,LBR_2019_DHS_v01_M,survey
3897,BGD_2020_JMNSA-HC_v01_M,survey
3898,BGD_2020_JMNSA-R_v01_M,survey
3899,BGD_2020_PDM-CBI_v01_M,survey
3900,BGD_2018_WASH-CB_v01_M,survey
3901,BGD_2018_MSNA-CB_v01_M,survey
3902,UGA_2019_UNPS_v03_M,survey
3903,BGD_2019_MSNA-JUN_v01_M,survey
3904,BGD_2019_MSNA-JAN_v01_M,survey
3905,BGD_2018_PDM-CBI_v01_M,survey
3906,BGD_2018_PDM-SNF_v01_M,survey
3907,BGD_2019_SNA-CB_v01_M,survey
3908,BRA_2020_PM_v01_M,survey
3909,BRA_2019_SEA_v01_M,survey
3910,CHL_2019_PM_v01_M,survey
3911,COG_2017_WASH-BCI_v01_M,survey
3912,COL_2020_PM_v01_M,survey
3913,DOM_2020_PM_v01_M,survey
3914,ECU_2020_PM_v01_M,survey
3915,BFA_2017_AFB-R7_v01_M,survey
3916,MUS_2017_AFB-R7_v01_M,survey
3917,NGA_2017_AFB-R7_v01_M,survey
3918,TGO_2017_AFB-R7_v01_M,survey
3919,UGA_2016_AFB-R7_v01_M,survey
3920,KEN_2019_AFB-R8_v01_M,survey
3921,UGA_2019_AFB-R8_v01_M,survey
3922,GAB_2017_AFB-R7_v01_M,survey
3923,KEN_2016_AFB-R7_v01_M,survey
3924,TUN_2018_AFB-R7_v01_M,survey
3925,CPV_2002_AFB-R2_v01_M,survey
3926,CPV_2018_AFB-R7_v01_M,survey
3927,NER_2018_AFB-R7_v01_M,survey
3928,SEN_2002_AFB-R2_v01_M,survey
3929,SEN_2018_AFB-R7_v01_M,survey
3930,IND_2015_UPHSSPIE-BL_v01_M,survey
3931,IND_2018_UPHSSPIE-EL_v01_M,survey
3932,BRA_2015_CTFPIE-EL_v02_M,survey
3933,HTI_2012_ESDSIE-BL_v02_M,survey
3934,KHM_2016_ECCD-BL_v01_M,survey
3935,BWA_2019_AFB-R8_v01_M,survey
3936,GHA_2019_AFB-R8_v01_M,survey
3937,NAM_2019_AFB-R8_v01_M,survey
3938,IDN_2020_HFMCI_v06_M,survey
3939,STP_2020_CHMS_v02_M,survey
3940,CPV_2020_WBCS_v01_M,survey
3941,NGA_2001_AFB-R1.5_v01_M,survey
3942,NGA_2007_AFB-R3.5_v01_M,survey
3943,ZWE_2010_AFB-R4.5_v01_M,survey
3944,TLS_2020_WBCS_v01_M,survey
3945,ZWE_2020_WBCS_v01_M,survey
3946,ETH_2019_DHS_v01_M,survey
3947,ZMB_2020_HMPS_v01_M,survey
3948,PHL_2015-2018_S4PIE_v01_M,survey
3949,ETH_2017_KAP-KUL_v01_M,survey
3950,ETH_2017_KAP-PUG1_v01_M,survey
3951,ETH_2017_KAP-PUG2_v01_M,survey
3952,ETH_2017_KAP-TIE_v01_M,survey
3953,ETH_2017_KAP-ADI_v01_M,survey
3954,ETH_2017_KAP-HIT_v01_M,survey
3955,ETH_2017_KAP-MAY_v01_M,survey
3956,ETH_2017_KAP-SHI_v01_M,survey
3957,GRC_2018_PROFILING_v01_M,survey
3958,GTM_2020_PM_v01_M,survey
3959,IRQ_2016_PSCG_v01_M,survey
3960,KEN_2019_SES_v01_M,survey
3961,KEN_2020_COVID-SEIR_v01_M,survey
3962,KEN_2020_COVID-SEIR-W2_v01_M,survey
3963,KEN_2020_COVID-SEIR-W1_v01_M,survey
3964,LBN_2020_MEED-W2_v01_M,survey
3965,KEN_2019_SEA-KAL_v01_M,survey
3966,LBN_2016_VASYR_v01_M,survey
3967,LBN_2017_VASYR_v01_M,survey
3968,LBN_2018_VASYR_v01_M,survey
3969,LBN_2019_VASYR-ARS_v01_M,survey
3970,LBN_2019_VASYR_v01_M,survey
3971,LBN_2020_VASYR_v01_M,survey
3972,LBN_2020_COVID19-H1_v01_M,survey
3973,LBN_2019_VA_v01_M,survey
3974,MOZ_2019_KAP-MAR_v01_M,survey
3975,MRT_2020_SEA_v01_M,survey
3976,NER_2016_KAP-KAB_v01_M,survey
3977,NER_2018_KAP-SAY_v01_M,survey
3978,NGA_2020_SEA_v01_M,survey
3979,PAN_2020_PM_v01_M,survey
3980,GMB_2019_DHS_v01_M,survey
3981,CMR_2015_SENS_v01_M,survey
3982,CMR_2016_SEA_v01_M,survey
3983,ETH_2017_LPMBS_v01_M,survey
3984,GHA_2017_LPMBS_v01_M,survey
3985,GIN_2017_LPMBS_v01_M,survey
3986,PER_2020_PM_v01_M,survey
3987,PHL_2016_IDPRP_v01_M,survey
3988,PHL_2018_PIDP_v01_M,survey
3989,SDN_2018_PTDS_v01_M,survey
3990,TZA_2016_SENS_v01_M,survey
3991,TZA_2017_SENS_v01_M,survey
3992,TZA_2018_SENS_v01_M,survey
3993,TZA_2019_SENS_v01_M,survey
3994,UGA_2018_WASH-KYA_v01_M,survey
3995,UGA_2018_WASH-PAL_v01_M,survey
3996,ZWE_2017_SEA_v01_M,survey
3997,AFG_2017_SEA-KHO_v01_M,survey
3998,AFG_2017_SEA-HER_v01_M,survey
3999,ARG_2017_LPMBS_v01_M,survey
4000,BFA_2016_SEA_v01_M,survey
4001,BFA_2017_LPMBS_v01_M,survey
4002,TCD_2017_LPMBS_v01_M,survey
4003,JOR_2017_LPMBS_v01_M,survey
4004,KEN_2015_SEA_v01_M,survey
4005,KEN_2016_MSSP_v01_M,survey
4006,KEN_2017_LPMBS_v01_M,survey
4007,LBN_2020_MEED-W1-RON_v01_M,survey
4008,LBN_2020_MEED-W1-SYR_v01_M,survey
4009,LBN_2020_MEED-W2-RON_v01_M,survey
4010,MOZ_2017_LIS_v01_M,survey
4011,MWI_2017_LIS_v01_M,survey
4012,MWI_2017_SEA_v01_M,survey
4013,RWA_2016_SEA_v01_M,survey
4014,SOM_2017_LIS_v01_M,survey
4015,ZMB_2017_LIS_v01_M,survey
4016,ZWE_2017_LIS_v01_M,survey
4017,ZWE_2019_KAP-WASH_v01_M,survey
4018,AFG_2021_WBCS_v01_M,survey
4019,BIH_2021_WBCS_v01_M,survey
4020,IDN_2021_WBCS_v01_M,survey
4021,MOZ_2019_SUECDIE-EL_v02_M,survey
4023,IRQ_2020-2021_HFPS_v02_M,survey
4024,LSO_2021_WBCS_v01_M,survey
4025,SSD_2017_HFS-MLS_v01_M,survey
4026,TCD_2021_WBCS_v01_M,survey
4027,MDV_2021_WBCS_v01_M,survey
4028,GNQ_2020_WBCS_v01_M,survey
4029,URY_2020_WBCS_v01_M,survey
4030,SRB_2020_WBCS_v01_M,survey
4031,GAB_2020_WBCS_v01_M,survey
4032,MLI_2020_WBCS_v01_M,survey
4033,NGA_2016-2019_GEMIE-IO_v01_M,survey
4034,RUS_2021_WBCS_v03_M,survey
4035,MMR_2020_HFPS_v01_M,survey
4036,MMR_2015_MPLCS_v01_M,survey
4037,DJI_2020_CNPPS-W3_v01_M,survey
4038,SLE_2018_SDI-H_v01_M_v01_A_PUF,survey
4039,MAR_2016_SDI-E_v01_M_v01_A_PUF,survey
4041,IRQ_2020_HFPS-F_v01_M,survey
4042,NGA_2017_HRBFIE-EL_v01_M,survey
4044,BEN_2017_PEJIE-BL_v01_M,survey
4045,KHM_2019_LSMS-PLUS_v02_M,survey
4046,KHM_2018_SAIE_v01_M,survey
4047,UGA_2014_OFSP-BL_v01_M,survey
4048,KAZ_2021_WBCS_v01_M,survey
4049,BOL_2020_HFPS_v01_M,survey
4050,CHL_2020_HFPS_v01_M,survey
4051,COL_2020_HFPS_v01_M,survey
4052,CRI_2020_HFPS_v01_M,survey
4053,DOM_2020_HFPS_v01_M,survey
4054,GTM_2020_HFPS_v01_M,survey
4055,HND_2020_HFPS_v01_M,survey
4056,MEX_2020_HFPS_v01_M,survey
4057,PER_2020_HFPS_v01_M,survey
4058,PRY_2020_HFPS_v01_M,survey
4059,SLV_2020_HFPS_v01_M,survey
4060,ECU_2020_HFPS_v01_M,survey
4061,VNM_2020_HFPS-R2_v01_M,survey
4062,VNM_2020_HFPS-R3_v01_M,survey
4063,VNM_2021_HFPS-R4_v01_M,survey
4064,VNM_2021_HFPS-R5_v01_M,survey
4065,RWA_2019_DHS_v01_M,survey
4066,ZAF_2020_NIDS-CRAM-W3_v01_M,survey
4067,ZAF_2020_NIDS-CRAM-W4_v01_M,survey
4068,ZAF_2020_NIDS-CRAM-W5_v01_M,survey
4069,ARG_2020_HFPS_v01_M,survey
4070,DJI_2020_CNPPS-W3-ECV_v01_M,survey
4071,MWI_2020_HFPS_v01_M_v01_A_COVID,survey
4072,ETH_2020_HFPS_v01_M_v01_A_COVID,survey
4073,ZAF_2020_QLFS-Q4_v01_M,survey
4074,ZAF_2021_QLFS-Q1_v01_M,survey
4075,ZAF_2021_QLFS-Q2_v01_M,survey
4076,IRQ_2020_HFPS-IDP_v01_M,survey
4077,SOM_2020_HFPS_v02_M,survey
4124,BWA_2000_MICS_v01_M,survey
4134,ZWE_2009_MICS_v01_M,survey
4136,MNG_2012_MICS_v01_M,survey
4137,SDN_2010_MICS_v01_M,survey
4138,THA_2012_MICS_v01_M,survey
4139,OMN_2014_MICS_v01_M,survey
4140,PAK_2016_MICS-GB_v01_M,survey
4141,PAK_2016_MICS-KP_v01_M,survey
4142,PAK_2014_MICS-PB_v01_M,survey
4143,PAK_2014_MICS-SD_v01_M,survey
4144,THA_2016_MICS_v01_M,survey
4145,THA_2015_MICS-BKK_v01_M,survey
4146,DZA_2018_MICS_v01_M,survey
4147,BGD_2019_MICS_v01_M,survey
4148,BLR_2019_MICS_v01_M,survey
4149,CAF_2018_MICS_v01_M,survey
4150,TCD_2019_MICS_v01_M,survey
4151,COD_2017_MICS_v01_M,survey
4152,CRI_2018_MICS_v01_M,survey
4153,CUB_2019_MICS_v01_M,survey
4154,GMB_2018_MICS_v01_M,survey
4155,GEO_2018_MICS_v01_M,survey
4156,GHA_2017_MICS_v01_M,survey
4157,GNB_2018_MICS_v01_M,survey
4158,KIR_2018_MICS_v01_M,survey
4160,KSV_2019_MICS_v01_M,survey
4161,KSV_2019_MICS-RAEC_v01_M,survey
4162,LSO_2018_MICS_v01_M,survey
4163,MDG_2018_MICS_v01_M,survey
4164,MNG_2018_MICS_v01_M,survey
4165,MNE_2018_MICS_v01_M,survey
4166,MNE_2018_MICS-R_v01_M,survey
4167,NPL_2019_MICS_v01_M,survey
4168,MKD_2018_MICS_v01_M,survey
4169,MKD_2018_MICS-R_v01_M,survey
4171,STP_2019_MICS_v01_M,survey
4172,SRB_2019_MICS_v01_M,survey
4173,SRB_2019_MICS-R_v01_M,survey
4174,WBG_2019_MICS_v01_M,survey
4175,THA_2019_MICS_v01_M,survey
4176,TGO_2017_MICS_v01_M,survey
4177,TON_2019_MICS_v01_M,survey
4178,TUN_2018_MICS_v01_M,survey
4179,TKM_2019_MICS_v01_M,survey
4180,ZWE_2019_MICS_v01_M,survey
4181,PAK_2018_MICS-SD_v01_M,survey
4182,GUY_2019_MICS_v01_M,survey
4183,UGA_2020_HFPS_v01_M_v01_A_COVID,survey
4184,ZAF_2010_VAS_v01_M,survey
4185,ZAF_2014_VAS_v01_M,survey
4186,ZAF_2018_VAS_v01_M,survey
4187,ZAF_2019_SAYP_v01_M,survey
4188,KEN_2020_MIS_v01_M,survey
4189,SOM_2020_ES-COVID19-R1_v01_M,survey
4190,SOM_2020_ES-COVID19-R2_v01_M,survey
4191,SOM_2020_MS-COVID19-R1_v01_M,survey
4192,SOM_2020_MS-COVID19-R2_v01_M,survey
4193,SOM_2021_ES-COVID19-R3_v01_M,survey
4194,SOM_2021_MS-COVID19-R3_v01_M,survey
4195,ZMB_2020_ES-COVID19-R1_v01_M,survey
4196,ZMB_2020_ES-COVID19-R2_v01_M,survey
